Edge,Weight,Node_u_label,Node_v_label,Source_id,Target_id
1018220883058315390792001266131730017588394075826-825772407670504315594556767788188293322909939823,1292.0,Max <= 1501.5,HTTPS > 0.55,1018220883058315390792001266131730017588394075826,825772407670504315594556767788188293322909939823
825772407670504315594556767788188293322909939823-313966293707852304271238602452879935845810138389,1447.0,HTTPS > 0.55,Class Benign,825772407670504315594556767788188293322909939823,313966293707852304271238602452879935845810138389
825772407670504315594556767788188293322909939823-662564091846865226614315628924945971397979328296,2809.0,HTTPS > 0.55,Rate <= 3182.08,825772407670504315594556767788188293322909939823,662564091846865226614315628924945971397979328296
1018458204602455991644889288734705161316767948312-313966293707852304271238602452879935845810138389,1292.0,Std <= 346.63,Class Benign,1018458204602455991644889288734705161316767948312,313966293707852304271238602452879935845810138389
1361653232660995247225098458485078879598815803506-829650571075610833687368979855650942004633378987,1293.0,Max > 1513.0,rst_count <= 0.5,1361653232660995247225098458485078879598815803506,829650571075610833687368979855650942004633378987
1361653232660995247225098458485078879598815803506-1125172360728859089301234411074419920961484457594,3082.0,Max > 1513.0,Time_To_Live > 63.35,1361653232660995247225098458485078879598815803506,1125172360728859089301234411074419920961484457594
1361653232660995247225098458485078879598815803506-287706430603178195962515513166763322582899449909,3378.0,Max > 1513.0,psh_flag_number <= 0.35,1361653232660995247225098458485078879598815803506,287706430603178195962515513166763322582899449909
1361653232660995247225098458485078879598815803506-266740630840317329171528273647945793974448548576,4451.0,Max > 1513.0,Variance <= 396943.52,1361653232660995247225098458485078879598815803506,266740630840317329171528273647945793974448548576
829650571075610833687368979855650942004633378987-843002548960477477622483711282002215058518940907,1293.0,rst_count <= 0.5,Rate <= 3265.26,829650571075610833687368979855650942004633378987,843002548960477477622483711282002215058518940907
829650571075610833687368979855650942004633378987-538191563477924688606736272023174950367364502356,1651.0,rst_count <= 0.5,Time_To_Live <= 220.45,829650571075610833687368979855650942004633378987,538191563477924688606736272023174950367364502356
829650571075610833687368979855650942004633378987-275409520758972370643478582459551709901991264221,1789.0,rst_count <= 0.5,Rate <= 14492.19,829650571075610833687368979855650942004633378987,275409520758972370643478582459551709901991264221
829650571075610833687368979855650942004633378987-1272649707028492453534506069803621213969054135506,1835.0,rst_count <= 0.5,Time_To_Live > 63.43,829650571075610833687368979855650942004633378987,1272649707028492453534506069803621213969054135506
829650571075610833687368979855650942004633378987-1361653232660995247225098458485078879598815803506,3082.0,rst_count <= 0.5,Max > 1513.0,829650571075610833687368979855650942004633378987,1361653232660995247225098458485078879598815803506
843002548960477477622483711282002215058518940907-326422692296825843811100508251790776115352659574,1293.0,Rate <= 3265.26,ack_count > 10.5,843002548960477477622483711282002215058518940907,326422692296825843811100508251790776115352659574
843002548960477477622483711282002215058518940907-829650571075610833687368979855650942004633378987,3082.0,Rate <= 3265.26,rst_count <= 0.5,843002548960477477622483711282002215058518940907,829650571075610833687368979855650942004633378987
326422692296825843811100508251790776115352659574-703354571316526670705826685636552632944029910339,8123.0,ack_count > 10.5,Class DoS/DDoS,326422692296825843811100508251790776115352659574,703354571316526670705826685636552632944029910339
887410298125323304580009916080107716121325863727-39708696020348123235565526697395683715588118597,1326.0,Rate <= 1319.67,IAT <= 0.05,887410298125323304580009916080107716121325863727,39708696020348123235565526697395683715588118597
887410298125323304580009916080107716121325863727-287821443460509989541134239124900878905846943910,1365.0,Rate <= 1319.67,Tot sum > 3655.0,887410298125323304580009916080107716121325863727,287821443460509989541134239124900878905846943910
887410298125323304580009916080107716121325863727-319488763998053370058054861272361034649617834884,5013.0,Rate <= 1319.67,syn_flag_number <= 0.1,887410298125323304580009916080107716121325863727,319488763998053370058054861272361034649617834884
39708696020348123235565526697395683715588118597-1263975943052018020445551843902594361750291670747,1326.0,IAT <= 0.05,Variance > 2813.51,39708696020348123235565526697395683715588118597,1263975943052018020445551843902594361750291670747
1263975943052018020445551843902594361750291670747-1057262703474651913660834877410341273440101450279,1326.0,Variance > 2813.51,AVG > 92.05,1263975943052018020445551843902594361750291670747,1057262703474651913660834877410341273440101450279
1057262703474651913660834877410341273440101450279-31158052822109126636792237170785467052136843787,1326.0,AVG > 92.05,AVG <= 202.2,1057262703474651913660834877410341273440101450279,31158052822109126636792237170785467052136843787
31158052822109126636792237170785467052136843787-578090820621180084042190616769804575845934420364,1326.0,AVG <= 202.2,HTTP <= 0.05,31158052822109126636792237170785467052136843787,578090820621180084042190616769804575845934420364
631465366138246779477533698662401654966400487210-875731176622575420765562840084503318498783192379,1326.0,Header_Length > 21.4,HTTPS > 0.05,631465366138246779477533698662401654966400487210,875731176622575420765562840084503318498783192379
875731176622575420765562840084503318498783192379-729090439143476131512000309647445146357753464353,1326.0,HTTPS > 0.05,Tot sum <= 3514.0,875731176622575420765562840084503318498783192379,729090439143476131512000309647445146357753464353
729090439143476131512000309647445146357753464353-1024878119325809578755093240367609418988755042814,1326.0,Tot sum <= 3514.0,Time_To_Live <= 241.65,729090439143476131512000309647445146357753464353,1024878119325809578755093240367609418988755042814
1024878119325809578755093240367609418988755042814-371591821625166726613853158278384607871803201524,2691.0,Time_To_Live <= 241.65,fin_count <= 0.5,1024878119325809578755093240367609418988755042814,371591821625166726613853158278384607871803201524
319488763998053370058054861272361034649617834884-521549965839577152187537545293086910980978866510,1326.0,syn_flag_number <= 0.1,Max <= 1502.5,319488763998053370058054861272361034649617834884,521549965839577152187537545293086910980978866510
319488763998053370058054861272361034649617834884-576742253695607762951764783882693162844639509317,1365.0,syn_flag_number <= 0.1,Max > 1502.5,319488763998053370058054861272361034649617834884,576742253695607762951764783882693162844639509317
319488763998053370058054861272361034649617834884-522296290625812105210965960736507767100196631621,3196.0,syn_flag_number <= 0.1,ack_count > 0.5,319488763998053370058054861272361034649617834884,522296290625812105210965960736507767100196631621
319488763998053370058054861272361034649617834884-1220766635983168857953194327455980387076212473266,5013.0,syn_flag_number <= 0.1,syn_flag_number > 0.0,319488763998053370058054861272361034649617834884,1220766635983168857953194327455980387076212473266
319488763998053370058054861272361034649617834884-703354571316526670705826685636552632944029910339,5095.0,syn_flag_number <= 0.1,Class DoS/DDoS,319488763998053370058054861272361034649617834884,703354571316526670705826685636552632944029910339
319488763998053370058054861272361034649617834884-228352784087401773064080368050365694341687966897,5473.0,syn_flag_number <= 0.1,Std <= 755.85,319488763998053370058054861272361034649617834884,228352784087401773064080368050365694341687966897
521549965839577152187537545293086910980978866510-313966293707852304271238602452879935845810138389,1326.0,Max <= 1502.5,Class Benign,521549965839577152187537545293086910980978866510,313966293707852304271238602452879935845810138389
521549965839577152187537545293086910980978866510-1065678358868830613118634470078609803156730625463,1639.0,Max <= 1502.5,Min > 59.0,521549965839577152187537545293086910980978866510,1065678358868830613118634470078609803156730625463
287821443460509989541134239124900878905846943910-769883456016408675130867629565186605804844250268,1365.0,Tot sum > 3655.0,psh_flag_number <= 0.37,287821443460509989541134239124900878905846943910,769883456016408675130867629565186605804844250268
769883456016408675130867629565186605804844250268-578090820621180084042190616769804575845934420364,1365.0,psh_flag_number <= 0.37,HTTP <= 0.05,769883456016408675130867629565186605804844250268,578090820621180084042190616769804575845934420364
160617870897841111451605648390929784691552556427-1045874808088107332530545743065116310327379466881,1365.0,Variance > 680547.12,Number <= 55.0,160617870897841111451605648390929784691552556427,1045874808088107332530545743065116310327379466881
1245026685790655421385463149120880012921441103318-75076807411882376712545480296411618658635315001,1365.0,TCP > 0.5,Tot size > 790.65,1245026685790655421385463149120880012921441103318,75076807411882376712545480296411618658635315001
75076807411882376712545480296411618658635315001-1280070445702808825270612652459169078303947795821,1365.0,Tot size > 790.65,Rate <= 561.46,75076807411882376712545480296411618658635315001,1280070445702808825270612652459169078303947795821
1280070445702808825270612652459169078303947795821-1024878119325809578755093240367609418988755042814,1365.0,Rate <= 561.46,Time_To_Live <= 241.65,1280070445702808825270612652459169078303947795821,1024878119325809578755093240367609418988755042814
576742253695607762951764783882693162844639509317-313966293707852304271238602452879935845810138389,1365.0,Max > 1502.5,Class Benign,576742253695607762951764783882693162844639509317,313966293707852304271238602452879935845810138389
1089278806871601723968592234327512044041647505481-764735980117750030315605608738585207796786331778,1375.0,Min <= 61.0,Max <= 64.0,1089278806871601723968592234327512044041647505481,764735980117750030315605608738585207796786331778
1089278806871601723968592234327512044041647505481-97352969154438240085198864070416002873253676928,1574.0,Min <= 61.0,Max > 64.0,1089278806871601723968592234327512044041647505481,97352969154438240085198864070416002873253676928
1089278806871601723968592234327512044041647505481-1443938865280111957689155697521086135929227929716,2719.0,Min <= 61.0,Tot sum > 1377.0,1089278806871601723968592234327512044041647505481,1443938865280111957689155697521086135929227929716
764735980117750030315605608738585207796786331778-242003031567136668363197194432475934037144718052,1375.0,Max <= 64.0,Time_To_Live <= 78.33,764735980117750030315605608738585207796786331778,242003031567136668363197194432475934037144718052
242003031567136668363197194432475934037144718052-178313380883674538535079461257912540181207652075,1375.0,Time_To_Live <= 78.33,ack_count > 13.0,242003031567136668363197194432475934037144718052,178313380883674538535079461257912540181207652075
178313380883674538535079461257912540181207652075-208797973962340694904605892894863341665156159963,1375.0,ack_count > 13.0,ARP <= 0.0,178313380883674538535079461257912540181207652075,208797973962340694904605892894863341665156159963
208797973962340694904605892894863341665156159963-288962697968753331165993254338939671802058239314,4109.0,ARP <= 0.0,Tot sum <= 14232.0,208797973962340694904605892894863341665156159963,288962697968753331165993254338939671802058239314
208797973962340694904605892894863341665156159963-1264051081729598176640443974598654340820920494284,5291.0,ARP <= 0.0,Tot sum > 14232.0,208797973962340694904605892894863341665156159963,1264051081729598176640443974598654340820920494284
208797973962340694904605892894863341665156159963-703354571316526670705826685636552632944029910339,21911.0,ARP <= 0.0,Class DoS/DDoS,208797973962340694904605892894863341665156159963,703354571316526670705826685636552632944029910339
1420685708284266301654482384429494113974136251503-669010142043334812880994917204690672892220988294,1433.0,Tot size > 62.99,Tot sum > 2199.5,1420685708284266301654482384429494113974136251503,669010142043334812880994917204690672892220988294
1420685708284266301654482384429494113974136251503-1211779019603258000957243660708019163554054981716,1698.0,Tot size > 62.99,IAT <= 0.01,1420685708284266301654482384429494113974136251503,1211779019603258000957243660708019163554054981716
1420685708284266301654482384429494113974136251503-1025520312540656970049943517486942098102090587070,2295.0,Tot size > 62.99,DNS <= 0.05,1420685708284266301654482384429494113974136251503,1025520312540656970049943517486942098102090587070
1420685708284266301654482384429494113974136251503-1254652323580417465321813615400850719079092153960,3378.0,Tot size > 62.99,IPv > 0.85,1420685708284266301654482384429494113974136251503,1254652323580417465321813615400850719079092153960
1420685708284266301654482384429494113974136251503-1361653232660995247225098458485078879598815803506,4451.0,Tot size > 62.99,Max > 1513.0,1420685708284266301654482384429494113974136251503,1361653232660995247225098458485078879598815803506
1420685708284266301654482384429494113974136251503-609793686190684687059712071953436220871075398054,5270.0,Tot size > 62.99,Max <= 1513.0,1420685708284266301654482384429494113974136251503,609793686190684687059712071953436220871075398054
1420685708284266301654482384429494113974136251503-1067319981965712872034330218970832335074422150196,11878.0,Tot size > 62.99,Number > 10.5,1420685708284266301654482384429494113974136251503,1067319981965712872034330218970832335074422150196
669010142043334812880994917204690672892220988294-287706430603178195962515513166763322582899449909,1433.0,Tot sum > 2199.5,psh_flag_number <= 0.35,669010142043334812880994917204690672892220988294,287706430603178195962515513166763322582899449909
287706430603178195962515513166763322582899449909-467419630406932571459402889509334424700560294682,1433.0,psh_flag_number <= 0.35,Min <= 1244.0,287706430603178195962515513166763322582899449909,467419630406932571459402889509334424700560294682
287706430603178195962515513166763322582899449909-750231297996923997242439424236313561011736078496,3266.0,psh_flag_number <= 0.35,Max > 1511.0,287706430603178195962515513166763322582899449909,750231297996923997242439424236313561011736078496
287706430603178195962515513166763322582899449909-313966293707852304271238602452879935845810138389,3378.0,psh_flag_number <= 0.35,Class Benign,287706430603178195962515513166763322582899449909,313966293707852304271238602452879935845810138389
467419630406932571459402889509334424700560294682-953913665845140399695198589392976727662944162410,1433.0,Min <= 1244.0,Max > 1507.0,467419630406932571459402889509334424700560294682,953913665845140399695198589392976727662944162410
722481527646075884317646237155021822185490894379-58977739486709030565696475807692003242045520459,1433.0,Min <= 1507.0,Tot size > 138.05,722481527646075884317646237155021822185490894379,58977739486709030565696475807692003242045520459
58977739486709030565696475807692003242045520459-38876684936712147130762768298287451902109053099,1433.0,Tot size > 138.05,Variance > 173096.54,58977739486709030565696475807692003242045520459,38876684936712147130762768298287451902109053099
38876684936712147130762768298287451902109053099-525381118122291178613547005998267981831493448012,1433.0,Variance > 173096.54,HTTPS > 0.35,38876684936712147130762768298287451902109053099,525381118122291178613547005998267981831493448012
944163511000872468149254282351031011082291088324-1070884623453240339280433190821302531375921195414,1441.0,AVG > 63.4,Header_Length > 7.98,944163511000872468149254282351031011082291088324,1070884623453240339280433190821302531375921195414
944163511000872468149254282351031011082291088324-1134478022427460238394908820842039118972553949667,5321.0,AVG > 63.4,Header_Length <= 7.98,944163511000872468149254282351031011082291088324,1134478022427460238394908820842039118972553949667
1070884623453240339280433190821302531375921195414-1259515608472676073103123575058680234823132293976,1441.0,Header_Length > 7.98,Tot sum > 15087.0,1070884623453240339280433190821302531375921195414,1259515608472676073103123575058680234823132293976
1259515608472676073103123575058680234823132293976-703354571316526670705826685636552632944029910339,1441.0,Tot sum > 15087.0,Class DoS/DDoS,1259515608472676073103123575058680234823132293976,703354571316526670705826685636552632944029910339
199737191447430138803116354132034043655074465787-71289489250157073843808280449977051905804961170,1447.0,Rate <= 9671.28,psh_flag_number <= 0.25,199737191447430138803116354132034043655074465787,71289489250157073843808280449977051905804961170
1283881692392161277493995882646230642943665593038-990359920748717526760110089629081703072830752382,1447.0,Min <= 72.0,IAT <= 0.03,1283881692392161277493995882646230642943665593038,990359920748717526760110089629081703072830752382
990359920748717526760110089629081703072830752382-1437081467055428746021978433282703033443826359871,1447.0,IAT <= 0.03,fin_count <= 1.5,990359920748717526760110089629081703072830752382,1437081467055428746021978433282703033443826359871
990359920748717526760110089629081703072830752382-640622367002324962573331379986077387627350883759,3196.0,IAT <= 0.03,Header_Length > 9.8,990359920748717526760110089629081703072830752382,640622367002324962573331379986077387627350883759
133930239342433631128276537975592981919354717081-1127753242925124148421563386584774746262661462027,1447.0,rst_count <= 1.5,AVG <= 204.45,133930239342433631128276537975592981919354717081,1127753242925124148421563386584774746262661462027
1127753242925124148421563386584774746262661462027-558214097872403342659570267817618905457622066308,1447.0,AVG <= 204.45,Max <= 1502.0,1127753242925124148421563386584774746262661462027,558214097872403342659570267817618905457622066308
558214097872403342659570267817618905457622066308-329432857009351640730558022655178830695085912619,1447.0,Max <= 1502.0,HTTPS <= 0.95,558214097872403342659570267817618905457622066308,329432857009351640730558022655178830695085912619
329432857009351640730558022655178830695085912619-387587405642621519745509255499974046560031130251,1447.0,HTTPS <= 0.95,syn_flag_number <= 0.05,329432857009351640730558022655178830695085912619,387587405642621519745509255499974046560031130251
492059831088415984496740481587514332254607280136-578090820621180084042190616769804575845934420364,1447.0,Header_Length > 11.0,HTTP <= 0.05,492059831088415984496740481587514332254607280136,578090820621180084042190616769804575845934420364
760255495060850404408588223994525456047654918389-825772407670504315594556767788188293322909939823,1447.0,Tot size > 62.65,HTTPS > 0.55,760255495060850404408588223994525456047654918389,825772407670504315594556767788188293322909939823
1421919128814804351690947703424341912816295245856-820237168816403091456178268166039007939825388434,1456.0,Tot sum <= 35426.0,ack_flag_number <= 0.81,1421919128814804351690947703424341912816295245856,820237168816403091456178268166039007939825388434
1421919128814804351690947703424341912816295245856-306301110546769032185094571534824386624637298002,1568.0,Tot sum <= 35426.0,ack_flag_number > 0.81,1421919128814804351690947703424341912816295245856,306301110546769032185094571534824386624637298002
1421919128814804351690947703424341912816295245856-578090820621180084042190616769804575845934420364,1835.0,Tot sum <= 35426.0,HTTP <= 0.05,1421919128814804351690947703424341912816295245856,578090820621180084042190616769804575845934420364
820237168816403091456178268166039007939825388434-1067319981965712872034330218970832335074422150196,1456.0,ack_flag_number <= 0.81,Number > 10.5,820237168816403091456178268166039007939825388434,1067319981965712872034330218970832335074422150196
1067319981965712872034330218970832335074422150196-703354571316526670705826685636552632944029910339,45444.0,Number > 10.5,Class DoS/DDoS,1067319981965712872034330218970832335074422150196,703354571316526670705826685636552632944029910339
240019841931461733319951309975157696724938261847-1075164529392186212084223707925516428068963221936,1475.0,Variance <= 16.85,ack_flag_number > 0.1,240019841931461733319951309975157696724938261847,1075164529392186212084223707925516428068963221936
240019841931461733319951309975157696724938261847-624235337273177539161176326505068371443306109387,14561.0,Variance <= 16.85,ack_flag_number <= 0.1,240019841931461733319951309975157696724938261847,624235337273177539161176326505068371443306109387
1417394437485653248370221845596117295625354908880-151444507604518152594472521617972724807284761113,1475.0,Number > 22.0,Tot sum <= 6001.0,1417394437485653248370221845596117295625354908880,151444507604518152594472521617972724807284761113
1417394437485653248370221845596117295625354908880-703354571316526670705826685636552632944029910339,4263.0,Number > 22.0,Class DoS/DDoS,1417394437485653248370221845596117295625354908880,703354571316526670705826685636552632944029910339
151444507604518152594472521617972724807284761113-703354571316526670705826685636552632944029910339,12472.0,Tot sum <= 6001.0,Class DoS/DDoS,151444507604518152594472521617972724807284761113,703354571316526670705826685636552632944029910339
845625221445319325732150460278565301810546003116-72988825123612038016896977355075383732386589131,1492.0,Max > 1493.5,fin_flag_number <= 0.0,845625221445319325732150460278565301810546003116,72988825123612038016896977355075383732386589131
72988825123612038016896977355075383732386589131-395648652244969670113659251312984123434839001726,1492.0,fin_flag_number <= 0.0,syn_count <= 3.5,72988825123612038016896977355075383732386589131,395648652244969670113659251312984123434839001726
72988825123612038016896977355075383732386589131-703354571316526670705826685636552632944029910339,8672.0,fin_flag_number <= 0.0,Class DoS/DDoS,72988825123612038016896977355075383732386589131,703354571316526670705826685636552632944029910339
395648652244969670113659251312984123434839001726-1240401884464610778318695628466402756462828655241,1492.0,syn_count <= 3.5,ack_count <= 11.5,395648652244969670113659251312984123434839001726,1240401884464610778318695628466402756462828655241
1240401884464610778318695628466402756462828655241-1260996581259071097527833462707170428778657907709,1492.0,ack_count <= 11.5,SSH <= 0.05,1240401884464610778318695628466402756462828655241,1260996581259071097527833462707170428778657907709
1252639526832289973629344770868355037803053633706-489573195238351656105740412854787983644059380819,1492.0,Tot sum > 3713.0,Max > 1498.5,1252639526832289973629344770868355037803053633706,489573195238351656105740412854787983644059380819
489573195238351656105740412854787983644059380819-328841072803826724837110389485312510194016552872,1492.0,Max > 1498.5,Class Spoofing,489573195238351656105740412854787983644059380819,328841072803826724837110389485312510194016552872
1292811525283570822709640436693746544342173587717-423744820951928538799224631582991160814696992213,1514.0,Rate > 47.19,TCP > 0.3,1292811525283570822709640436693746544342173587717,423744820951928538799224631582991160814696992213
1292811525283570822709640436693746544342173587717-1300558834465352034371393236901202719107082230798,2937.0,Rate > 47.19,TCP <= 0.3,1292811525283570822709640436693746544342173587717,1300558834465352034371393236901202719107082230798
423744820951928538799224631582991160814696992213-1242074094213274666803667927274434019568687379698,1514.0,TCP > 0.3,HTTPS <= 0.1,423744820951928538799224631582991160814696992213,1242074094213274666803667927274434019568687379698
1242074094213274666803667927274434019568687379698-703354571316526670705826685636552632944029910339,1514.0,HTTPS <= 0.1,Class DoS/DDoS,1242074094213274666803667927274434019568687379698,703354571316526670705826685636552632944029910339
1242074094213274666803667927274434019568687379698-1245406723190135219943199717374607889961516359156,25010.0,HTTPS <= 0.1,Number > 11.0,1242074094213274666803667927274434019568687379698,1245406723190135219943199717374607889961516359156
1242074094213274666803667927274434019568687379698-1300458713484834160074531523305281587195861463124,25440.0,HTTPS <= 0.1,IPv > 0.91,1242074094213274666803667927274434019568687379698,1300458713484834160074531523305281587195861463124
1242074094213274666803667927274434019568687379698-674196853837619115087533412010134527129516958514,46712.0,HTTPS <= 0.1,IAT > 0.0,1242074094213274666803667927274434019568687379698,674196853837619115087533412010134527129516958514
1125172360728859089301234411074419920961484457594-472512680751737609582395093648090616059092428020,1517.0,Time_To_Live > 63.35,Tot sum > 2495.5,1125172360728859089301234411074419920961484457594,472512680751737609582395093648090616059092428020
1125172360728859089301234411074419920961484457594-313966293707852304271238602452879935845810138389,4871.0,Time_To_Live > 63.35,Class Benign,1125172360728859089301234411074419920961484457594,313966293707852304271238602452879935845810138389
472512680751737609582395093648090616059092428020-423813136630461862428170049462436520474605241419,1517.0,Tot sum > 2495.5,Std > 355.28,472512680751737609582395093648090616059092428020,423813136630461862428170049462436520474605241419
423813136630461862428170049462436520474605241419-609964491472781634300320393105792312732988135165,1517.0,Std > 355.28,Min <= 1504.0,423813136630461862428170049462436520474605241419,609964491472781634300320393105792312732988135165
609964491472781634300320393105792312732988135165-961790671073174262019667008806020090392547209682,1517.0,Min <= 1504.0,ack_flag_number > 0.85,609964491472781634300320393105792312732988135165,961790671073174262019667008806020090392547209682
961790671073174262019667008806020090392547209682-613148910390529016751623441696139971801492582077,1517.0,ack_flag_number > 0.85,psh_flag_number <= 0.45,961790671073174262019667008806020090392547209682,613148910390529016751623441696139971801492582077
961790671073174262019667008806020090392547209682-1320569302170672074896921704835796692620326038749,1789.0,ack_flag_number > 0.85,Tot sum > 10816.0,961790671073174262019667008806020090392547209682,1320569302170672074896921704835796692620326038749
613148910390529016751623441696139971801492582077-1025520312540656970049943517486942098102090587070,1517.0,psh_flag_number <= 0.45,DNS <= 0.05,613148910390529016751623441696139971801492582077,1025520312540656970049943517486942098102090587070
613148910390529016751623441696139971801492582077-745586487109724305384321573361999760499104808565,1730.0,psh_flag_number <= 0.45,Header_Length <= 32.6,613148910390529016751623441696139971801492582077,745586487109724305384321573361999760499104808565
1356918774125706948148669054462171222594891604227-798603967889225453342412611697162446110455859273,1517.0,Variance <= 831186.41,Max > 1501.5,1356918774125706948148669054462171222594891604227,798603967889225453342412611697162446110455859273
798603967889225453342412611697162446110455859273-825772407670504315594556767788188293322909939823,1517.0,Max > 1501.5,HTTPS > 0.55,798603967889225453342412611697162446110455859273,825772407670504315594556767788188293322909939823
1045777643599004391385926847837630459689287939264-635354149074139914033287563243257259408313222875,1525.0,Header_Length > 12.4,Max <= 5051.5,1045777643599004391385926847837630459689287939264,635354149074139914033287563243257259408313222875
635354149074139914033287563243257259408313222875-1422306862440093384681277638044350865412974807270,1525.0,Max <= 5051.5,Tot sum <= 9140.0,635354149074139914033287563243257259408313222875,1422306862440093384681277638044350865412974807270
1422306862440093384681277638044350865412974807270-395553839061760183450769792032050296186856610739,1525.0,Tot sum <= 9140.0,HTTP <= 0.25,1422306862440093384681277638044350865412974807270,395553839061760183450769792032050296186856610739
797610753350974897814736785778043014385684562947-596061063106738351138860738677110511205079585077,1525.0,Time_To_Live > 61.95,Time_To_Live > 69.85,797610753350974897814736785778043014385684562947,596061063106738351138860738677110511205079585077
797610753350974897814736785778043014385684562947-533300537982710134758957631630164172637141352729,1651.0,Time_To_Live > 61.95,Variance > 580973.53,797610753350974897814736785778043014385684562947,533300537982710134758957631630164172637141352729
797610753350974897814736785778043014385684562947-404792258416932853105473822002114249667118477531,1741.0,Time_To_Live > 61.95,Std > 426.91,797610753350974897814736785778043014385684562947,404792258416932853105473822002114249667118477531
596061063106738351138860738677110511205079585077-387587405642621519745509255499974046560031130251,1525.0,Time_To_Live > 69.85,syn_flag_number <= 0.05,596061063106738351138860738677110511205079585077,387587405642621519745509255499974046560031130251
1376634548742164969356006375947159510816243110280-422065796223582463013367896756194658963435873121,1527.0,TCP <= 0.35,UDP <= 0.75,1376634548742164969356006375947159510816243110280,422065796223582463013367896756194658963435873121
1376634548742164969356006375947159510816243110280-1178346501042903603685888066771216345446795210129,2719.0,TCP <= 0.35,UDP > 0.75,1376634548742164969356006375947159510816243110280,1178346501042903603685888066771216345446795210129
422065796223582463013367896756194658963435873121-202878882476447525732333096665579083464379500285,1527.0,UDP <= 0.75,IGMP <= 0.0,422065796223582463013367896756194658963435873121,202878882476447525732333096665579083464379500285
202878882476447525732333096665579083464379500285-799196049277313133980009762549410737429987400111,1527.0,IGMP <= 0.0,Max <= 189.5,202878882476447525732333096665579083464379500285,799196049277313133980009762549410737429987400111
799196049277313133980009762549410737429987400111-493070114341962535091645238940707157157035096044,1527.0,Max <= 189.5,Rate > 397.62,799196049277313133980009762549410737429987400111,493070114341962535091645238940707157157035096044
493070114341962535091645238940707157157035096044-328841072803826724837110389485312510194016552872,1527.0,Rate > 397.62,Class Spoofing,493070114341962535091645238940707157157035096044,328841072803826724837110389485312510194016552872
286685310546126887007670494299097221294244185637-1257968538875361669878432494109017667506314514486,1542.0,Std > 0.63,Variance <= 157684.25,286685310546126887007670494299097221294244185637,1257968538875361669878432494109017667506314514486
1257968538875361669878432494109017667506314514486-1211779019603258000957243660708019163554054981716,1542.0,Variance <= 157684.25,IAT <= 0.01,1257968538875361669878432494109017667506314514486,1211779019603258000957243660708019163554054981716
106677032266674133856302899606386379125545998459-267766837448580909343568355559586073746133809003,1542.0,psh_flag_number <= 0.33,Header_Length > 21.8,106677032266674133856302899606386379125545998459,267766837448580909343568355559586073746133809003
267766837448580909343568355559586073746133809003-1325247533922567384199826234154149144455423597831,1542.0,Header_Length > 21.8,Max <= 1499.0,267766837448580909343568355559586073746133809003,1325247533922567384199826234154149144455423597831
1325247533922567384199826234154149144455423597831-157129820854489943240615883809057190212337482094,1542.0,Max <= 1499.0,Header_Length <= 33.8,1325247533922567384199826234154149144455423597831,157129820854489943240615883809057190212337482094
157129820854489943240615883809057190212337482094-285848756680663301328249263588796850659393704237,1542.0,Header_Length <= 33.8,syn_flag_number <= 0.0,157129820854489943240615883809057190212337482094,285848756680663301328249263588796850659393704237
285848756680663301328249263588796850659393704237-223189813334151023042436244472510009493740278033,1542.0,syn_flag_number <= 0.0,Tot size <= 295.8,285848756680663301328249263588796850659393704237,223189813334151023042436244472510009493740278033
285848756680663301328249263588796850659393704237-319488763998053370058054861272361034649617834884,2691.0,syn_flag_number <= 0.0,syn_flag_number <= 0.1,285848756680663301328249263588796850659393704237,319488763998053370058054861272361034649617834884
223189813334151023042436244472510009493740278033-424950702532613617959377208745492680643099068772,1542.0,Tot size <= 295.8,ack_flag_number > 0.67,223189813334151023042436244472510009493740278033,424950702532613617959377208745492680643099068772
424950702532613617959377208745492680643099068772-938189542570215176261121276807716263056094446364,1542.0,ack_flag_number > 0.67,Max <= 1507.0,424950702532613617959377208745492680643099068772,938189542570215176261121276807716263056094446364
938189542570215176261121276807716263056094446364-583903694319149047033643317629698834907786427405,1542.0,Max <= 1507.0,Std <= 587.83,938189542570215176261121276807716263056094446364,583903694319149047033643317629698834907786427405
583903694319149047033643317629698834907786427405-674196853837619115087533412010134527129516958514,1542.0,Std <= 587.83,IAT > 0.0,583903694319149047033643317629698834907786427405,674196853837619115087533412010134527129516958514
765646696511445317973357682684857858999533673724-1065678358868830613118634470078609803156730625463,1542.0,fin_flag_number <= 0.1,Min > 59.0,765646696511445317973357682684857858999533673724,1065678358868830613118634470078609803156730625463
306301110546769032185094571534824386624637298002-712096193970046199609239327328025936024851381184,1568.0,ack_flag_number > 0.81,Tot size <= 63.55,306301110546769032185094571534824386624637298002,712096193970046199609239327328025936024851381184
306301110546769032185094571534824386624637298002-1421919128814804351690947703424341912816295245856,1835.0,ack_flag_number > 0.81,Tot sum <= 35426.0,306301110546769032185094571534824386624637298002,1421919128814804351690947703424341912816295245856
712096193970046199609239327328025936024851381184-1305548457797075109785190514645234014228223041301,1568.0,Tot size <= 63.55,ack_count > 22.0,712096193970046199609239327328025936024851381184,1305548457797075109785190514645234014228223041301
1305548457797075109785190514645234014228223041301-639025992518995640837875136019703437249644650736,1568.0,ack_count > 22.0,ICMP <= 0.0,1305548457797075109785190514645234014228223041301,639025992518995640837875136019703437249644650736
